customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
9385-XEITR,2024-04-26,Refferal,2024-05-26,Standard,,2026-01-11,Poor Support,15.81,652.0,80,1,Aarav,India,Tamil Nadu,Male,2007-07-06,2026-06-01,N,35.0,2.0
5825-ZQRNN,2021-09-03,Organic,2022-09-03,Basic,Annual,,,4.99,941.0,78,0,Amit,India,Maharashtra,Male,1998-02-17,2025-11-17,Y,73.0,5.0
2927-NXJDP,2023-04-23,Refferal,2023-05-23,Premium,Monthly,,,25.59,1614.0,48,0,Sneha,India,West Bengal,Male,1983-12-08,,,,
7856-YOUGL,2023-06-12,Refferal,2023-07-12,Standard,Monthly,2025-01-14,Poor Streaming Quality,14.63,958.0,66,1,Priya,India,Karnataka,Male,1972-12-08,,,,
4203-ISWID,2023-11-29,Organic,2024-11-28,Basic,Annual,2024-08-20,Not Enough Content,10.18,255.0,47,1,Ishita,India,Uttar Pradesh,Female,1987-10-15,,,,
8257-WYGSS,2024-06-15,Paid,2024-07-15,Standard,Monthly,2025-04-13,Service Quality,11.91,832.0,95,1,Priya,India,Gujarat,Female,1985-08-12,2025-06-08,N,97.0,2.0
7904-UYMBE,2024-03-31,Organic,2024-04-30,Basic,Monthly,,,8.66,183.0,13,0,Karan,India,West Bengal,Male,2004-11-24,2024-07-29,Y,74.0,1.0
8868-VAJGI,2021-11-21,Refferal,2021-12-21,Premium,Monthly,2022-12-19,Switched To Competitor,,1334.0,88,1,Rahul,India,Kerala,Male,2009-07-20,2026-07-09,N,85.0,1.0
6395-NMLQR,2023-05-11,Paid,2024-05-10,Basic,Annual,,,5.34,373.0,83,0,Arjun,India,Haryana,Female,2009-01-04,2026-04-08,N,55.0,2.0
0457-DILZX,2022-01-13,Organic,2022-02-12,Basic,Monthly,2025-07-30,Poor Support,5.58,207.0,19,1,Priya,India,Kerala,Female,1990-03-20,2026-05-07,N,62.0,2.0
6495-ACLPR,2022-08-27,Organic,2023-08-27,Basic,Annual,2026-01-09,Poor Streaming Quality,4.99,437.0,63,1,Amit,India,West Bengal,Female,2001-09-30,,,,
1439-XMPBV,2022-05-31,Organic,2022-06-30,Basic,Monthly,2024-11-01,Poor Streaming Quality,6.52,573.0,78,1,Aditya,India,Rajasthan,Female,2000-12-14,2025-01-09,N,72.0,2.0
5440-FIJAY,2026-05-02,Refferal,2026-06-01,Basic,Monthly,,,7.71,266.0,14,0,Aarav,India,Gujarat,Female,1980-06-03,,,,
8033-XJOLM,2022-01-01,Referral,2023-01-01,Basic,Annual,,,8.49,142.0,56,0,Aarav,India,Kerala,Female,1990-08-12,2023-06-30,Y,58.0,1.0
5898-LUBFX,2021-09-23,Paid,2021-10-23,Basic,Monthly,2025-03-08,Too Expensive,7.31,20.0,77,1,Sneha,India,Maharashtra,Female,1979-11-09,2024-07-10,Y,95.0,1.0
8825-VJLAH,2024-01-26,Paid,2024-02-25,Premium,Monthly,,,23.71,1657.0,32,0,Meera,India,Delhi,Male,2009-07-07,2026-05-14,N,27.0,2.0
7270-IMDMS,2022-12-22,Referral,2023-12-22,Standard,Annual,,,13.08,853.0,69,0,Ishita,India,Karnataka,Male,1995-12-29,,,,
5730-OXGHQ,2026-03-24,Organic,2027-03-24,Standard,Annual,,,15.04,487.0,93,0,Kavya,India,Karnataka,Male,1973-06-03,2026-06-26,Y,86.0,2.0
4813-ZBDIL,2025-06-08,Organic,2025-07-08,Premium,Monthly,2026-05-25,Service Quality,23.31,1645.0,89,1,Rohan,India,Rajasthan,Male,1974-09-16,,,,
8906-MLELN,2022-03-31,Organic,2022-04-30,Basic,Monthly,,,4.99,20.0,56,0,Neha,India,Punjab,Male,1991-09-13,,,,
5847-PLEDE,2025-08-16,Organic,2025-09-15,Premium,Monthly,2026-04-12,Forgot To Cancel Trial,21.04,2058.0,25,1,Vivaan,India,Nagaland,Male,1999-10-01,,,,
6194-WWICQ,2025-02-12,Refferal,2026-02-12,Premium,Annual,,,23.82,1315.0,85,0,Kavya,India,Karnataka,Female,1979-11-10,2023-01-14,N,51.0,1.0
0406-QJVQT,2024-02-15,Organic,2024-03-16,Basic,Monthly,2024-10-14,Poor Streaming Quality,8.83,531.0,43,1,Vivaan,India,Haryana,Female,1973-08-26,,,,
4071-VNQJL,2022-09-09,Paid,2023-09-09,Standard,Annual,2022-10-25,Poor Support,15.16,714.0,16,1,Karan,India,Meghalaya,Female,1997-07-15,,,,
8404-KAJKK,2021-05-25,Organic,2021-06-24,Standard,Monthly,,,12.33,828.0,80,0,Karan,India,Delhi,Male,1990-10-23,2023-02-17,Y,9.0,1.0
0728-DILAK,2023-01-01,Refferal,2023-01-31,Standard,Monthly,,,14.51,990.0,40,0,Ishita,India,Punjab,Male,1987-09-14,,,,
3217-AGHDT,2023-02-20,Organic,2024-02-20,Premium,Annual,,,25.17,1107.0,9,0,Arjun,India,Meghalaya,Female,1982-09-23,2025-10-26,Y,82.0,2.0
0745-PRUOO,2021-08-18,Organic,2022-08-18,Premium,Annual,,,25.41,,77,0,Rohan,India,Tamil Nadu,Female,1980-10-20,2026-07-14,N,71.0,2.0
7613-WFUMC,2025-07-11,Refferal,2025-08-10,Basic,Monthly,,,5.87,370.0,67,0,Priya,India,Rajasthan,Male,1994-09-14,2026-06-20,N,6.0,1.0
6132-ZDAXP,2026-04-02,Organic,2026-05-02,Standard,Monthly,2026-06-08,Poor Support,14.27,648.0,78,1,Karan,India,West Bengal,Female,2010-04-17,2024-07-14,Y,50.0,1.0
2209-UKIHP,2024-01-26,Referral,2024-02-25,Premium,Monthly,2024-07-06,Poor Support,22.6,1496.0,30,1,Vikram,India,West Bengal,Male,1996-08-05,2024-10-23,Y,97.0,2.0
1366-JHBTA,2025-08-30,Organic,2025-09-29,Premium,Monthly,2025-11-27,Switched To Competitor,22.62,1704.0,72,1,Nisha,India,Gujarat,Male,1998-03-02,2023-01-20,Y,33.0,1.0
9597-CJCJP,2022-08-22,Referral,2022-09-21,Standard,Monthly,2024-03-12,Poor Support,15.67,628.0,3,1,Riya,India,West Bengal,Male,1997-08-23,2023-10-13,N,67.0,1.0
0896-NULCR,2023-08-09,Organic,2023-09-08,Premium,Monthly,,,26.45,1657.0,59,0,Meera,India,Delhi,Male,1996-03-13,2025-12-09,N,49.0,2.0
1884-ALHAU,2022-02-23,Organic,2022-03-25,Standard,Monthly,,,14.26,892.0,54,0,Kavya,India,Telangana,Female,1975-08-13,2025-10-10,Y,92.0,1.0
6006-XMLVC,2022-05-09,Paid,2022-06-08,Standard,Monthly,,,15.63,780.0,21,0,Riya,India,Tamil Nadu,Male,2005-07-16,2026-01-30,N,68.0,1.0
3631-UHXHK,2021-09-17,Paid,2021-10-17,Basic,Monthly,2025-04-25,Not Enough Content,10.26,259.0,43,1,Riya,India,Nagaland,Female,1974-02-28,2026-03-28,Y,37.0,6.0
8975-GZBGP,2021-05-04,Refferal,2022-05-04,Standard,Annual,2022-12-27,Forgot To Cancel Trial,14.6,913.0,76,1,Vikram,India,Maharashtra,Male,1988-10-08,2023-11-18,Y,84.0,2.0
5950-XYRRI,2025-02-19,Organic,2026-02-19,Basic,Annual,2026-05-03,Switched To Competitor,9.1,366.0,51,1,Nisha,India,Telangana,Female,2007-09-23,2025-07-02,N,97.0,1.0
8060-QAVJM,2023-10-15,Paid,2023-11-14,Premium,Monthly,2024-04-15,Service Quality,20.33,2078.0,46,1,Pooja,India,Meghalaya,Male,2006-07-17,2023-02-25,N,42.0,1.0
4872-VGKBJ,2021-07-07,Organic,2022-07-07,Standard,Annual,2022-06-29,Poor Support,12.81,874.0,66,1,Aarav,India,Meghalaya,Female,2004-10-21,2025-12-27,N,62.0,2.0
0905-PXMXZ,2023-10-21,Referral,2023-11-20,Basic,Monthly,,,4.99,45.0,96,0,Sneha,India,Gujarat,Male,1992-12-04,2023-02-20,N,35.0,1.0
0560-NNKVK,2021-06-17,Organic,2022-06-17,Basic,Annual,2026-08-29,Too Expensive,,508.0,52,1,Nisha,India,Telangana,Female,1979-06-02,2023-01-12,N,43.0,1.0
0574-OFJNS,2024-02-01,Organic,2024-03-02,Standard,Monthly,2024-04-22,Poor Streaming Quality,11.99,677.0,20,1,Rohan,India,Meghalaya,Male,1992-04-24,2024-06-21,N,8.0,1.0
2798-JBJPQ,2022-09-27,Organic,2022-10-27,Premium,Monthly,,,21.8,1250.0,22,0,Meera,India,Haryana,Female,1973-11-12,2025-07-02,N,91.0,1.0
2949-BPRCN,2025-06-14,Referral,2026-06-14,Standard,Annual,,,11.72,502.0,36,0,Pooja,India,Uttar Pradesh,Male,2006-11-30,,,,
0972-LQSST,2021-07-19,,2021-08-18,Standard,Monthly,,,12.46,707.0,62,0,Vikram,India,Nagaland,Female,1995-08-31,2023-03-09,Y,21.0,1.0
2430-WJJUI,2023-04-04,Paid,2023-05-04,Standard,Monthly,,,13.14,358.0,33,0,Aarav,India,Nagaland,Male,2010-09-01,2024-05-01,N,15.0,1.0
0770-SRPDQ,2025-12-24,Paid,2026-01-23,Basic,Monthly,,,7.65,314.0,40,0,Nisha,India,Nagaland,Male,1973-04-08,2026-02-15,N,57.0,2.0
2003-ONUZE,2024-02-21,Referral,2025-02-20,Basic,Annual,2024-09-21,Not Enough Content,5.05,765.0,26,1,Nisha,India,Delhi,Male,2000-08-02,2023-02-10,N,69.0,1.0
1168-OYEMK,2022-06-19,Organic,2023-06-19,Standard,Annual,2026-01-12,Not Enough Content,13.78,412.0,78,1,Pooja,India,Delhi,Male,2000-01-18,,,,
3196-RHMVJ,2025-12-07,Paid,2026-01-06,Standard,Monthly,,,15.71,1146.0,57,0,Sneha,India,Kerala,Female,2008-01-14,2023-09-22,Y,5.0,2.0
0234-XHUTN,2026-01-07,Refferal,2027-01-07,Standard,Annual,2026-05-12,Too Expensive,12.14,353.0,94,1,Arjun,India,Nagaland,Female,1984-10-23,2026-02-14,Y,70.0,2.0
0899-YRLWU,2025-02-15,Refferal,2025-03-17,Standard,Monthly,,,15.79,97.0,17,0,Vikram,India,Telangana,Male,1988-01-16,2026-07-14,N,47.0,5.0
7608-EQHCI,2023-03-05,Refferal,2024-03-04,Basic,Annual,,,7.47,230.0,72,0,Rohan,India,Tamil Nadu,Female,2006-08-25,,,,
1061-CSNKE,2022-12-07,Organic,2023-01-06,Premium,Monthly,,,22.54,1506.0,2,0,Ishita,India,Karnataka,Male,2009-05-22,2023-12-29,N,71.0,2.0
7714-QPEDD,2024-09-08,Organic,2024-10-08,Premium,Monthly,2025-10-29,Poor Support,21.63,1033.0,14,1,Ananya,Nepal,Kathmandu,Female,1987-03-31,2023-06-08,N,9.0,1.0
0273-ZJRZY,2026-03-05,Organic,2026-04-04,Premium,Monthly,,,24.44,1418.0,63,0,Priya,India,Telangana,Male,1984-02-18,2025-11-12,N,59.0,2.0
3221-MMATO,2026-06-17,Organic,2027-06-17,Standard,Annual,,,15.83,1233.0,57,0,Vivaan,India,Tamil Nadu,Female,1979-06-06,2025-05-08,N,71.0,1.0
3729-OTAQW,2026-02-08,Organic,2026-03-10,Basic,Monthly,,,7.1,60.0,29,0,Ishita,India,Maharashtra,Male,1985-09-29,2025-07-27,N,19.0,2.0
7269-QCTTM,2022-01-15,Organic,2023-01-15,,,,,25.58,1237.0,35,0,Neha,India,Uttar Pradesh,Male,1978-07-20,2026-07-02,N,90.0,2.0
5836-QDGUZ,2024-08-28,Organic,2024-09-27,Premium,Monthly,,,21.56,1463.0,31,0,Meera,India,Gujarat,Female,1994-06-26,2025-05-30,N,59.0,2.0
2718-KXEGB,2026-04-07,Paid,2027-04-07,Premium,Annual,,,26.65,1618.0,61,0,Riya,Nepal,Kathmandu,Male,1997-12-03,2026-02-09,N,12.0,2.0
2365-QJZXX,2025-04-01,Paid,2025-05-01,Basic,Monthly,2025-10-26,Switched To Competitor,6.65,132.0,13,1,Sanjay,India,Uttar Pradesh,Male,1981-05-26,2025-05-03,Y,85.0,1.0
7269-SNZCS,2023-07-24,Organic,2024-07-23,Standard,Annual,2025-12-23,Poor Support,13.75,509.0,6,1,Aarav,India,Gujarat,Female,1998-06-03,2023-03-22,Y,44.0,1.0
1423-IGPUC,2026-01-07,Organic,2026-02-06,Standard,Monthly,2026-02-01,Poor Support,16.14,666.0,87,1,Riya,India,Tamil Nadu,Male,1990-08-28,2026-02-07,N,41.0,3.0
6025-FCKPF,2025-05-13,Organic,2026-05-13,Standard,Annual,2026-01-29,Poor Streaming Quality,14.41,1181.0,86,1,Riya,India,Tamil Nadu,Female,2010-03-25,2024-04-01,N,13.0,2.0
3912-YJZVJ,2026-03-09,Paid,2027-03-09,Premium,Annual,,,23.37,1272.0,1,0,Sneha,India,Nagaland,Female,1977-06-20,2026-05-14,N,29.0,1.0
5777-SMKID,2025-10-12,Paid,2025-11-11,Basic,Monthly,,,7.8,319.0,70,0,Karan,India,Rajasthan,Female,1982-06-16,2025-05-12,N,85.0,1.0
0272-IUGEI,2024-12-12,Referral,2025-01-11,Basic,Monthly,2025-01-20,Poor Streaming Quality,8.64,328.0,17,1,Ishita,Nepal,Kathmandu,Female,1996-01-20,,,,
5997-FFCIF,2024-10-19,Referral,2024-11-18,Basic,Monthly,,,4.99,333.0,40,0,Sanjay,India,Uttar Pradesh,Female,2002-06-20,,,,
8315-XJCCI,2026-04-03,Paid,2026-05-03,Basic,Monthly,,,7.79,522.0,32,0,Sanjay,India,Nagaland,Female,2004-11-16,2025-04-23,N,63.0,1.0
4647-NHJHN,2022-07-09,Organic,2023-07-09,Basic,Annual,,,7.36,31.0,38,0,Kavya,India,West Bengal,Female,1972-02-18,2025-05-26,N,98.0,2.0
6975-BMQRO,2021-12-21,Paid,2022-01-20,Basic,Monthly,,,5.52,533.0,35,0,Meera,India,Karnataka,Female,2000-06-25,,,,
5262-RJOIL,2026-01-09,Paid,2026-02-08,Standard,Monthly,,,12.64,725.0,1,0,Rohan,India,Tamil Nadu,Female,2002-04-08,2026-01-18,Y,34.0,2.0
1261-JDFKN,2021-07-31,Organic,2021-08-30,Standard,Monthly,2024-06-27,Not Enough Content,13.13,679.0,95,1,Sanjay,India,Rajasthan,Female,1981-08-24,2025-11-09,N,74.0,1.0
9420-AXISR,2025-12-29,Refferal,2026-01-28,Premium,Monthly,,,23.03,1348.0,82,0,Ishita,India,Telangana,Female,2003-05-17,2023-01-13,N,58.0,1.0
9708-CZBWQ,2023-06-30,Organic,2023-07-30,Standard,Monthly,2024-03-13,Too Expensive,12.79,1043.0,72,1,Karan,India,West Bengal,Male,2008-03-03,2023-04-04,N,48.0,1.0
4831-KCUSY,2024-09-09,Paid,2025-09-09,Basic,Annual,,,6.84,639.0,91,0,Aarav,India,Maharashtra,Female,1971-08-04,2024-05-07,Y,32.0,1.0
7309-YXLSG,2024-06-11,Organic,2025-06-11,Premium,Annual,,,25.73,1311.0,91,0,Aarav,India,Nagaland,Female,1986-08-10,2023-05-13,N,68.0,1.0
7956-PLQHQ,2025-07-11,Referral,2025-08-10,Standard,Monthly,,,15.18,410.0,91,0,Vivaan,India,Maharashtra,Male,1996-02-21,2026-02-26,N,52.0,1.0
4760-IZBTF,2021-09-11,Organic,2021-10-11,Basic,Monthly,,,5.05,20.0,26,0,Pooja,India,Maharashtra,Female,1992-02-08,2025-08-09,Y,58.0,2.0
2243-ECDVY,2021-09-14,Organic,2021-10-14,Standard,Monthly,,,12.67,587.0,12,0,Aditya,India,Telangana,Male,1979-03-21,2024-12-02,N,12.0,2.0
5857-AWPNY,2021-08-06,Refferal,2021-09-05,Standard,Monthly,,,15.82,1117.0,70,0,Pooja,India,Delhi,Female,1971-09-03,2025-12-11,N,51.0,2.0
4111-JUNSS,2025-11-03,Organic,2025-12-03,Standard,Monthly,,,12.56,611.0,76,0,Sanjay,Nepal,Kathmandu,Male,2003-11-05,2023-07-04,N,82.0,1.0
8397-IBMQV,2026-07-13,Organic,2026-08-12,Standard,Monthly,,,12.8,777.0,23,0,Sanjay,India,Gujarat,Female,1970-07-18,2026-04-17,N,19.0,3.0
2687-TVVVZ,2021-02-04,Paid,2021-03-06,Basic,,,,4.99,407.0,30,0,Neha,India,Telangana,Male,1972-07-12,2026-05-02,N,79.0,2.0
6618-JLTGP,2023-06-11,Organic,2024-06-10,Basic,,2025-09-29,Switched To Competitor,5.83,585.0,97,1,Aditya,India,Uttar Pradesh,Male,1978-06-01,2024-01-04,N,54.0,1.0
5736-RKTBT,2021-06-29,Organic,2021-07-29,Basic,Monthly,2024-05-05,Poor Support,8.4,798.0,95,1,Priya,India,Meghalaya,Male,1997-07-12,2025-01-23,N,58.0,2.0
8122-XXJBQ,2023-09-27,Paid,2024-09-26,Premium,Annual,,,20.11,1324.0,41,0,Neha,India,Haryana,Male,1997-08-04,2023-07-30,Y,84.0,2.0
0923-HSPPT,2021-07-08,Paid,2022-07-08,Standard,Annual,2025-01-11,Too Expensive,12.37,822.0,10,1,Nisha,India,Karnataka,Male,1989-01-03,2023-12-03,N,95.0,2.0
1667-UPKMN,2021-08-30,Organic,2022-08-30,Standard,Annual,2026-05-12,Service Quality,14.15,687.0,8,1,Arjun,India,Haryana,Male,1970-08-10,,,,
5513-IFEIG,2025-01-06,Paid,2025-02-05,Standard,Monthly,2026-03-01,Poor Streaming Quality,14.3,981.0,6,1,Neha,India,Maharashtra,Female,2002-02-08,2026-05-01,N,25.0,2.0
5172-XCIBZ,2024-07-01,Organic,2025-07-01,Standard,Annual,,,16.21,516.0,80,0,Vikram,Nepal,Kathmandu,Male,1996-09-29,2025-08-27,Y,87.0,2.0
7014-GKSYO,2021-08-16,Refferal,2021-09-15,Basic,Monthly,2025-09-06,Poor Support,7.9,523.0,35,1,Nisha,India,Telangana,Female,1988-02-23,2024-02-01,Y,78.0,1.0
2726-SRQBS,2023-01-14,Organic,2023-02-13,Premium,Monthly,,,23.13,1762.0,2,0,Aditya,India,West Bengal,Female,1977-05-04,2023-10-01,N,93.0,1.0
0219-XWOQB,2023-05-04,Organic,2023-06-03,Basic,Monthly,2026-08-20,Forgot To Cancel Trial,8.82,61.0,21,1,Amit,India,Gujarat,Male,2008-01-10,2024-08-09,Y,44.0,1.0
8746-HGSYM,2023-11-23,Organic,2023-12-23,Standard,Monthly,2024-06-25,Switched To Competitor,,934.0,35,1,Vivaan,India,Delhi,Male,1992-05-11,2024-01-08,Y,18.0,2.0
5086-OHPYJ,2023-05-19,Paid,2023-06-18,Premium,Monthly,,,23.51,1531.0,47,0,Riya,India,Uttar Pradesh,Male,1990-02-28,2024-02-08,Y,41.0,1.0
7735-UWSXS,2023-09-17,Organic,2024-09-16,Standard,Annual,,,15.66,897.0,38,0,Rahul,India,Uttar Pradesh,Female,1998-06-04,2024-08-17,Y,63.0,1.0
9761-SVXZP,2024-03-01,Referral,2025-03-01,Standard,Annual,,,11.21,614.0,33,0,Amit,India,Nagaland,Male,1988-06-08,2024-05-03,Y,26.0,1.0
7108-ZJDWQ,2021-09-02,Paid,2021-10-02,Standard,Monthly,2024-09-28,Not Enough Content,16.28,701.0,67,1,Ananya,India,Rajasthan,Male,1976-09-21,2026-05-04,N,99.0,5.0
4298-SAMGH,2022-08-20,Refferal,2022-09-19,Basic,Monthly,,,9.12,692.0,31,0,Karan,India,Delhi,Male,1975-11-27,2026-06-13,Y,50.0,5.0
9692-ODJGX,2022-04-11,Organic,2022-05-11,Standard,Monthly,,,14.87,866.0,22,0,Rahul,India,Nagaland,Male,1983-03-30,2024-11-01,N,89.0,1.0
2929-JIEUO,2024-03-16,Refferal,2025-03-16,,Annual,2024-05-25,Not Enough Content,14.92,965.0,45,1,Priya,India,Punjab,Female,1974-02-27,2024-03-05,N,7.0,3.0
4382-KRCYO,2023-07-30,Organic,2023-08-29,Basic,Monthly,,,6.92,74.0,73,0,Ishita,India,Kerala,Female,2001-12-04,2025-01-11,Y,60.0,2.0
2294-NWENP,2022-07-18,Organic,2022-08-17,Basic,Monthly,,,6.98,20.0,79,0,Aditya,India,Haryana,Female,1971-02-07,2025-02-26,N,51.0,1.0
8104-OTUXJ,2025-12-03,Organic,2026-01-02,Standard,Monthly,,,15.04,665.0,81,0,Nisha,India,Nagaland,Female,2007-03-30,2026-06-12,N,38.0,2.0
7045-GVYHO,2025-06-06,Paid,2026-06-06,Standard,Annual,,,14.68,907.0,75,0,Vivaan,India,Meghalaya,Female,1981-01-01,2025-11-02,N,12.0,2.0
8226-ASVWF,2026-04-22,Paid,2026-05-22,Standard,Monthly,,,12.81,994.0,3,0,Rohan,India,Haryana,Male,2000-01-23,2024-08-30,N,90.0,1.0
7576-UASQZ,2022-07-12,Refferal,2022-08-11,Premium,Monthly,,,23.08,1048.0,44,0,Riya,India,Rajasthan,Female,2000-08-19,2025-03-02,Y,70.0,1.0
0453-ZOHKT,2024-06-07,Refferal,2024-07-07,Basic,Monthly,,,5.59,333.0,67,0,Arjun,India,Haryana,Male,1987-01-22,2025-12-26,N,76.0,1.0
9959-IZQEP,2025-12-20,Organic,2026-12-20,Basic,Annual,,,,518.0,49,0,Karan,India,Delhi,Male,1994-08-05,2024-08-17,N,46.0,1.0
8021-BCAOB,2021-07-02,Organic,2021-08-01,Basic,Monthly,,,8.89,20.0,31,0,Vikram,Nepal,Kathmandu,Male,1970-11-24,2023-05-06,N,36.0,1.0
9321-DBGTX,2025-01-31,Organic,2026-01-31,Basic,Annual,2026-03-26,Poor Support,11.0,20.0,27,1,Rohan,India,Maharashtra,Female,2006-04-30,2024-01-23,N,58.0,1.0
2527-NUUDV,2023-06-25,Paid,2024-06-24,Basic,Annual,,,7.23,411.0,64,0,Ananya,India,Rajasthan,Male,1984-07-18,2023-07-09,N,52.0,1.0
8675-TNKXW,2023-11-10,Paid,2023-12-10,Standard,Monthly,2024-01-19,Not Enough Content,12.75,782.0,54,1,Sanjay,India,Uttar Pradesh,Male,1981-05-30,2024-07-25,N,12.0,1.0
5193-TKTCX,2025-05-04,Referral,2025-06-03,Standard,Monthly,2026-07-10,Forgot To Cancel Trial,15.72,1045.0,38,1,Rohan,India,Maharashtra,Male,1984-04-29,2025-11-17,N,55.0,3.0
5166-PENAX,2023-04-26,Paid,2024-04-25,Basic,Annual,,,8.74,189.0,51,0,Meera,India,Delhi,Female,1982-07-19,2024-11-09,N,82.0,1.0
7493-LVVDB,2025-08-06,Refferal,2025-09-05,Standard,Monthly,,,15.95,455.0,62,0,Sneha,India,Maharashtra,Male,1985-01-25,,,,
2553-AONNB,2025-07-29,Organic,2026-07-29,Premium,Annual,,,19.78,1237.0,16,0,Ishita,Nepal,Kathmandu,Female,2000-02-17,2024-06-29,N,49.0,2.0
9183-ZPAKS,2024-04-21,Paid,2024-05-21,Basic,Monthly,2024-11-20,Too Expensive,6.2,20.0,87,1,Rahul,India,West Bengal,Male,1974-10-28,2025-05-11,N,31.0,2.0
7492-GVZNJ,2024-09-10,Organic,2025-09-10,Premium,Annual,,,21.58,1352.0,31,0,Karan,India,Delhi,Male,1993-04-22,2023-06-23,N,66.0,1.0
5272-ANAAO,2021-02-28,,2022-02-28,Premium,Annual,,,20.45,1083.0,37,0,Ananya,Nepal,Kathmandu,Male,1970-10-31,2025-03-02,N,37.0,1.0
5119-ZNZUI,2022-08-16,Organic,2023-08-16,Premium,Annual,2025-04-21,Switched To Competitor,20.74,1461.0,7,1,Karan,India,Rajasthan,Male,1994-10-03,2026-05-12,N,78.0,2.0
9262-MPCFN,2025-11-29,Organic,2025-12-29,Basic,Monthly,2026-05-19,Switched To Competitor,4.99,434.0,16,1,Meera,India,Telangana,Female,1975-12-28,2026-07-15,Y,62.0,4.0
2729-PCGRP,2024-05-21,Organic,2024-06-20,Premium,Monthly,,,21.83,1544.0,41,0,Ananya,India,Meghalaya,Female,1971-05-28,,,,
9835-XVAPF,2026-01-12,Organic,2027-01-12,Premium,Annual,,,23.73,1437.0,29,0,Ishita,India,Rajasthan,Male,2009-08-10,2025-09-14,N,6.0,2.0
2686-FLDNE,2024-10-12,Paid,2025-10-12,Basic,Annual,,,6.48,450.0,21,0,Rahul,India,Telangana,Female,1997-10-08,2025-06-10,N,55.0,2.0
5016-QECUT,2023-04-04,Referral,2024-04-03,Basic,Annual,,,7.69,20.0,37,0,Vivaan,India,West Bengal,Male,1975-09-16,,,,
2632-XFYCR,2021-12-02,Paid,2022-01-01,Basic,Monthly,,,8.65,326.0,12,0,Ishita,Nepal,Kathmandu,Female,1994-09-15,2026-04-02,N,59.0,2.0
0215-FKCLG,2024-10-27,Organic,2024-11-26,Standard,Monthly,,,15.09,951.0,35,0,Karan,India,Telangana,Male,2003-01-10,2025-07-29,N,99.0,2.0
1011-ZZZEJ,2021-01-11,Organic,2021-02-10,Basic,Monthly,2025-11-05,Service Quality,4.99,270.0,77,1,Sanjay,India,Maharashtra,Male,1978-11-02,2026-05-19,N,86.0,2.0
3290-IKNMH,2022-05-21,Organic,2022-06-20,Basic,Monthly,,,7.17,709.0,96,0,Sneha,India,Nagaland,Male,1989-08-19,2025-04-11,N,41.0,2.0
9797-ZIFNJ,2024-08-29,Organic,2024-09-28,Premium,Monthly,,,24.46,1691.0,29,0,Sanjay,India,Punjab,Male,2000-08-03,2023-12-15,N,99.0,2.0
9870-LBDBJ,2021-05-20,Organic,2021-06-19,Basic,Monthly,,,6.35,597.0,42,0,Pooja,India,Kerala,Male,1978-07-21,2026-04-18,N,73.0,5.0
3181-WXDYP,2023-10-30,Paid,2023-11-29,Basic,Monthly,2024-07-08,Service Quality,8.31,658.0,83,1,Meera,India,Punjab,Female,1974-03-09,2025-06-22,N,50.0,1.0
3084-KLEWA,2026-05-25,Refferal,2027-05-25,Basic,Annual,,,6.71,229.0,46,0,Arjun,India,West Bengal,Male,2010-06-09,2025-06-03,N,35.0,2.0
0719-HDBJJ,2025-02-05,Organic,2025-03-07,Premium,Monthly,2025-08-29,Poor Streaming Quality,17.43,1788.0,5,1,Arjun,India,Meghalaya,Female,1980-12-10,2023-10-07,N,53.0,1.0
1276-VWSNY,2021-03-30,Organic,2021-04-29,Basic,Monthly,2025-02-06,Not Enough Content,8.72,258.0,63,1,Meera,India,Delhi,Female,2007-09-04,2026-05-28,Y,24.0,4.0
3520-LASCR,2022-06-02,Refferal,2023-06-02,Standard,Annual,2026-06-07,Poor Support,15.57,1208.0,100,1,Rohan,India,Karnataka,Female,1997-05-30,2026-04-22,N,7.0,2.0
7828-FPHKN,2023-12-18,Paid,2024-01-17,Standard,Monthly,,,13.73,1021.0,97,0,Aarav,Nepal,Kathmandu,Female,1991-05-02,2025-07-15,Y,71.0,1.0
2512-UKMVF,2023-02-19,Referral,2024-02-19,Standard,Annual,,,14.37,,20,0,Sanjay,India,Rajasthan,Male,1992-04-28,2024-05-28,Y,8.0,2.0
4535-ZKDHY,2025-07-27,Refferal,2026-07-27,Standard,Annual,,,15.12,729.0,4,0,Sneha,India,Meghalaya,Male,1978-01-16,2024-09-10,N,67.0,1.0
7596-VGVKU,2023-05-01,Paid,2023-05-31,Basic,Monthly,2023-05-11,Service Quality,5.97,454.0,83,1,Kavya,India,Maharashtra,Male,2010-12-12,2025-12-29,N,73.0,1.0
8810-FYQTT,2026-02-18,Referral,2026-03-20,Standard,Monthly,,,9.22,696.0,23,0,Sanjay,India,Uttar Pradesh,Female,2003-12-21,,,,
1704-TFHDE,2023-07-30,Organic,2023-08-29,Premium,Monthly,,,24.8,1077.0,74,0,Priya,Nepal,Kathmandu,Male,1987-08-10,,,,
9788-IKMSO,2021-08-24,Organic,2021-09-23,Standard,Monthly,2023-05-14,Forgot To Cancel Trial,12.73,555.0,9,1,Nisha,Nepal,Kathmandu,Male,1996-01-28,2023-04-02,Y,29.0,1.0
